id;Source;CIUDAD;LATITUD;LONGITUD;País;Target;ciudad;LATITUD;LONGITUD;País;weight
161;      BED003;Bruselas;50°51?02?N;04°20?56?E;Belgica;M11;Al Goze Industrial District;25°07?44?N;55°13?58?E;Emiratos Arabes;472
285;      ITD001;Roma;41°50?01?N;12°45?11?E;Italia;M11;Al Goze Industrial District;25°07?44?N;55°13?58?E;Emiratos Arabes;1
321;      SAV001;Tabuk;27°09?00?N;35°47?00?E;Arabia Saudita;M11;Al Goze Industrial District;25°07?44?N;55°13?58?E;Emiratos Arabes;4121
342;      UKD001;Manchester;53°28?51?N;02°14?15?W;Reino Unido;M11;Al Goze Industrial District;25°07?44?N;55°13?58?E;Emiratos Arabes;67
91;      BED001;Flandes ;50°13?17?N;05°30?21?E;Belgica;NL1;Geulle;50°55?18?N;05°45?00?E;Países Bajos;926
192;      BED005;Namur;50°31?37?N;04°45?16?E;Belgica;NL1;Geulle;50°55?18?N;05°45?00?E;Países Bajos;911
306;      NLF001;Bonaire;12°11?57?N;68°18?15?W;Países Bajos;NL1;Geulle;50°55?18?N;05°45?00?E;Países Bajos;1
307;      NLV001;Limburg;51°21?03?N;06°01?45?E;Países Bajos;NL1;Geulle;50°55?18?N;05°45?00?E;Países Bajos;7
92;      BED001;Flandes ;50°13?17?N;05°30?21?E;Belgica;NL4;Klein Hanssum;51°15?18?N;06°00?00?E;Países Bajos;11690
131;      BED002;Limburgo;51°03?13?N;05°38?24?E;Belgica;NL4;Klein Hanssum;51°15?18?N;06°00?00?E;Países Bajos;2
193;      BED005;Namur;50°31?37?N;04°45?16?E;Belgica;NL4;Klein Hanssum;51°15?18?N;06°00?00?E;Países Bajos;14353
308;      NLV001;Limburg;51°21?03?N;06°01?45?E;Países Bajos;NL4;Klein Hanssum;51°15?18?N;06°00?00?E;Países Bajos;33
93;      BED001;Flandes ;50°13?17?N;05°30?21?E;Belgica;NL6;Amstelveen;52°18?03?N;04°51?50?E;Países Bajos;224
194;      BED005;Namur;50°31?37?N;04°45?16?E;Belgica;NL6;Amstelveen;52°18?03?N;04°51?50?E;Países Bajos;62
94;      BED001;Flandes ;50°13?17?N;05°30?21?E;Belgica;NL8;Julianadorp;52°53?24?N;04°44?25?E;Países Bajos;92
195;      BED005;Namur;50°31?37?N;04°45?16?E;Belgica;NL8;Julianadorp;52°53?24?N;04°44?25?E;Países Bajos;211
343;      UKD001;Manchester;53°28?51?N;02°14?15?W;Reino Unido;NO?;Adamstua;59°55?57?N;10°44?04?E; Norway;3938
95;      BED001;Flandes ;50°13?17?N;05°30?21?E;Belgica;NO1;Okern;59°56?00?N;10°48?00?E; Norway;2919
162;      BED003;Bruselas;50°51?02?N;04°20?56?E;Belgica;NO1;Okern;59°56?00?N;10°48?00?E; Norway;154
196;      BED005;Namur;50°31?37?N;04°45?16?E;Belgica;NO1;Okern;59°56?00?N;10°48?00?E; Norway;19
214;      BEK001;Valonia;50°53?35?N;02°59?07?E;Belgica;NO1;Okern;59°56?00?N;10°48?00?E; Norway;1
254;      FRD001;Paris;49°09?40?N;01°20?25?E;Francia;NO1;Okern;59°56?00?N;10°48?00?E; Norway;6
344;      UKD001;Manchester;53°28?51?N;02°14?15?W;Reino Unido;NO1;Okern;59°56?00?N;10°48?00?E; Norway;45
96;      BED001;Flandes ;50°13?17?N;05°30?21?E;Belgica;NO4;Rodelokka;59°55?31?N;10°46?14?E; Norway;19
163;      BED003;Bruselas;50°51?02?N;04°20?56?E;Belgica;NO4;Rodelokka;59°55?31?N;10°46?14?E; Norway;1
197;      BED005;Namur;50°31?37?N;04°45?16?E;Belgica;NO4;Rodelokka;59°55?31?N;10°46?14?E; Norway;1
97;      BED001;Flandes ;50°13?17?N;05°30?21?E;Belgica;OV3;Failolo;14°20?01?S;170°49?33?W;American Samoa;2
172;      BED004;Amberes;51°03?23?N;04°15?53?E;Belgica;OV3;Failolo;14°20?01?S;170°49?33?W;American Samoa;93
98;      BED001;Flandes ;50°13?17?N;05°30?21?E;Belgica;OV4;Tuaolo;14°19?10?S;170°45?33?W;American Samoa;2
173;      BED004;Amberes;51°03?23?N;04°15?53?E;Belgica;OV4;Tuaolo;14°19?10?S;170°45?33?W;American Samoa;38
99;      BED001;Flandes ;50°13?17?N;05°30?21?E;Belgica;PL1;Stacze;54°09?00?N;22°18?00?E;Poland;354
132;      BED002;Limburgo;51°03?13?N;05°38?24?E;Belgica;PL1;Stacze;54°09?00?N;22°18?00?E;Poland;47
164;      BED003;Bruselas;50°51?02?N;04°20?56?E;Belgica;PL1;Stacze;54°09?00?N;22°18?00?E;Poland;25
313;      PLD001;Lisboa;38°47?26?N;09°13?42?W;Portugal;PL1;Stacze;54°09?00?N;22°18?00?E;Poland;1123
314;      PLD001;Lisboa;38°47?26?N;09°13?42?W;Portugal;PL2;Warchaly;53°33?00?N;20°49?00?E;Poland;34
315;      PLD001;Lisboa;38°47?26?N;09°13?42?W;Portugal;PL4;Zyndaki;53°55?00?N;21°11?00?E;Poland;4
316;      PLD001;Lisboa;38°47?26?N;09°13?42?W;Portugal;PL5;Babie Doly;54°34?24?N;18°32?41?E;Poland;79
100;      BED001;Flandes ;50°13?17?N;05°30?21?E;Belgica;PLR;Gladkie;49°47?00?N;19°19?00?E;Poland;4798
133;      BED002;Limburgo;51°03?13?N;05°38?24?E;Belgica;PLR;Gladkie;49°47?00?N;19°19?00?E;Poland;22
165;      BED003;Bruselas;50°51?02?N;04°20?56?E;Belgica;PLR;Gladkie;49°47?00?N;19°19?00?E;Poland;114
317;      PLD001;Lisboa;38°47?26?N;09°13?42?W;Portugal;PLR;Gladkie;49°47?00?N;19°19?00?E;Poland;4629
101;      BED001;Flandes ;50°13?17?N;05°30?21?E;Belgica;SC1;L'Esperance;04°43?00?S;55°29?00?E;Seychelles;466
166;      BED003;Bruselas;50°51?02?N;04°20?56?E;Belgica;SC1;L'Esperance;04°43?00?S;55°29?00?E;Seychelles;2
345;      UKD001;Manchester;53°28?51?N;02°14?15?W;Reino Unido;SC1;L'Esperance;04°43?00?S;55°29?00?E;Seychelles;1
346;      UKD001;Manchester;53°28?51?N;02°14?15?W;Reino Unido;SE?;Angarna;60°07?00?N;18°32?00?E;Suecia;6689
102;      BED001;Flandes ;50°13?17?N;05°30?21?E;Belgica;SE1;Edebo;60°01?00?N;18°34?00?E;Suecia;6798
167;      BED003;Bruselas;50°51?02?N;04°20?56?E;Belgica;SE1;Edebo;60°01?00?N;18°34?00?E;Suecia;270
198;      BED005;Namur;50°31?37?N;04°45?16?E;Belgica;SE1;Edebo;60°01?00?N;18°34?00?E;Suecia;26
215;      BEK001;Valonia;50°53?35?N;02°59?07?E;Belgica;SE1;Edebo;60°01?00?N;18°34?00?E;Suecia;19
347;      UKD001;Manchester;53°28?51?N;02°14?15?W;Reino Unido;SE1;Edebo;60°01?00?N;18°34?00?E;Suecia;33
103;      BED001;Flandes ;50°13?17?N;05°30?21?E;Belgica;SE2;Hensvik;60°08?00?N;18°37?00?E;Suecia;293
104;      BED001;Flandes ;50°13?17?N;05°30?21?E;Belgica;SE4;Gusselby;59°39?00?N;15°13?00?E;Suecia;541
199;      BED005;Namur;50°31?37?N;04°45?16?E;Belgica;SE4;Gusselby;59°39?00?N;15°13?00?E;Suecia;4
348;      UKD001;Manchester;53°28?51?N;02°14?15?W;Reino Unido;SE4;Gusselby;59°39?00?N;15°13?00?E;Suecia;4
12;      ATD001;Viena;48°10?00?N;16°29?00?E;Austria;SK1;Certov;49°16?32?N;18°13?03?E;Slovakia;120
105;      BED001;Flandes ;50°13?17?N;05°30?21?E;Belgica;SK1;Certov;49°16?32?N;18°13?03?E;Slovakia;285
168;      BED003;Bruselas;50°51?02?N;04°20?56?E;Belgica;SK1;Certov;49°16?32?N;18°13?03?E;Slovakia;5
13;      ATD001;Viena;48°10?00?N;16°29?00?E;Austria;SKR;Inovce;48°49?23?N;22°21?32?E;Slovakia;565
106;      BED001;Flandes ;50°13?17?N;05°30?21?E;Belgica;SKR;Inovce;48°49?23?N;22°21?32?E;Slovakia;851
169;      BED003;Bruselas;50°51?02?N;04°20?56?E;Belgica;SKR;Inovce;48°49?23?N;22°21?32?E;Slovakia;134
318;      PLD001;Lisboa;38°47?26?N;09°13?42?W;Portugal;SKR;Inovce;48°49?23?N;22°21?32?E;Slovakia;36
323;      TRD001;Estambul ;41°00?17?N;29°02?41?E;Turquia;TR1;Hisar;39°56?00?N;36°53?00?E;Turkey;1173
324;      TRD004;Yalova;40°41?42?N;29°30?35?E;Turquia;TR1;Hisar;39°56?00?N;36°53?00?E;Turkey;3456
325;      TRD005;Usak;38°15?32?N;28°54?26?E;Turquia;TR1;Hisar;39°56?00?N;36°53?00?E;Turkey;679
326;      TRD006;Agri;39°43?32?N;42°33?21?E;Turquia;TR1;Hisar;39°56?00?N;36°53?00?E;Turkey;90
327;      TRF001;Konya;38°12?09?N;32°32?45?E;Turquia;TR1;Hisar;39°56?00?N;36°53?00?E;Turkey;1
107;      BED001;Flandes ;50°13?17?N;05°30?21?E;Belgica;UK1;Barnsbury;51°32?26?N;00°07?00?W;Reino Unido;4313
255;      FRD001;Paris;49°09?40?N;01°20?25?E;Francia;UK1;Barnsbury;51°32?26?N;00°07?00?W;Reino Unido;18
286;      ITD001;Roma;41°50?01?N;12°45?11?E;Italia;UK1;Barnsbury;51°32?26?N;00°07?00?W;Reino Unido;6
349;      UKD001;Manchester;53°28?51?N;02°14?15?W;Reino Unido;UK1;Barnsbury;51°32?26?N;00°07?00?W;Reino Unido;101915
361;      UKD002;Escocia;55°51?00?N;02°23?00?W;Reino Unido;UK1;Barnsbury;51°32?26?N;00°07?00?W;Reino Unido;56
362;      UKF001;Gales;53°14?00?N;04°01?00?W;Reino Unido;UK1;Barnsbury;51°32?26?N;00°07?00?W;Reino Unido;281
364;      UKV001;Irlanda;54°18?00?N;06°22?00?W;Reino Unido;UK1;Barnsbury;51°32?26?N;00°07?00?W;Reino Unido;377
108;      BED001;Flandes ;50°13?17?N;05°30?21?E;Belgica;UK2;Chadshunt;52°10?22?N;01°29?36?W;Reino Unido;10
350;      UKD001;Manchester;53°28?51?N;02°14?15?W;Reino Unido;UK2;Chadshunt;52°10?22?N;01°29?36?W;Reino Unido;1388
365;      UKV001;Irlanda;54°18?00?N;06°22?00?W;Reino Unido;UK2;Chadshunt;52°10?22?N;01°29?36?W;Reino Unido;3
351;      UKD001;Manchester;53°28?51?N;02°14?15?W;Reino Unido;UK3;Distington;54°35?50?N;03°32?20?W;Reino Unido;150
109;      BED001;Flandes ;50°13?17?N;05°30?21?E;Belgica;UK4;Hengoed;51°39?03?N;03°13?54?W;Reino Unido;34
256;      FRD001;Paris;49°09?40?N;01°20?25?E;Francia;UK4;Hengoed;51°39?03?N;03°13?54?W;Reino Unido;116
352;      UKD001;Manchester;53°28?51?N;02°14?15?W;Reino Unido;UK4;Hengoed;51°39?03?N;03°13?54?W;Reino Unido;192
363;      UKF001;Gales;53°14?00?N;04°01?00?W;Reino Unido;UK4;Hengoed;51°39?03?N;03°13?54?W;Reino Unido;2
353;      UKD001;Manchester;53°28?51?N;02°14?15?W;Reino Unido;UK7;Newborough;53°10?00?N;04°22?00?W;Reino Unido;17
354;      UKD001;Manchester;53°28?51?N;02°14?15?W;Reino Unido;UK8;Newport;51°35?16?N;02°59?54?W;Reino Unido;351
355;      UKD001;Manchester;53°28?51?N;02°14?15?W;Reino Unido;UKB;Bayble;58°12?00?N;06°13?00?W;Reino Unido;1526
356;      UKD001;Manchester;53°28?51?N;02°14?15?W;Reino Unido;UKC;Carnach;57°18?00?N;05°16?00?W;Reino Unido;129
110;      BED001;Flandes ;50°13?17?N;05°30?21?E;Belgica;UKI;Drumbo;54°30?54?N;05°57?19?W;Reino Unido;14
357;      UKD001;Manchester;53°28?51?N;02°14?15?W;Reino Unido;UKI;Drumbo;54°30?54?N;05°57?19?W;Reino Unido;1018
111;      BED001;Flandes ;50°13?17?N;05°30?21?E;Belgica;UKJ;Drumbo;54°30?54?N;05°57?19?W;Reino Unido;1
358;      UKD001;Manchester;53°28?51?N;02°14?15?W;Reino Unido;UKJ;Drumbo;54°30?54?N;05°57?19?W;Reino Unido;260
359;      UKD001;Manchester;53°28?51?N;02°14?15?W;Reino Unido;UT1;Atheaton;39°11?00?N;23°37?00?E;Grecia;5
14;      ATD001;Viena;48°10?00?N;16°29?00?E;Austria;XS0;Dolge Njive;46°31?49?N;15°48?47?E;Slovenia;23
112;      BED001;Flandes ;50°13?17?N;05°30?21?E;Belgica;XS0;Dolge Njive;46°31?49?N;15°48?47?E;Slovenia;7385
134;      BED002;Limburgo;51°03?13?N;05°38?24?E;Belgica;XS0;Dolge Njive;46°31?49?N;15°48?47?E;Slovenia;214
170;      BED003;Bruselas;50°51?02?N;04°20?56?E;Belgica;XS0;Dolge Njive;46°31?49?N;15°48?47?E;Slovenia;439
216;      BEK001;Valonia;50°53?35?N;02°59?07?E;Belgica;XS0;Dolge Njive;46°31?49?N;15°48?47?E;Slovenia;11
319;      PLD001;Lisboa;38°47?26?N;09°13?42?W;Portugal;XS0;Dolge Njive;46°31?49?N;15°48?47?E;Slovenia;204
171;      BED003;Bruselas;50°51?02?N;04°20?56?E;Belgica;ZA1;Ga-Dikgale;23°23?55?S;29°00?59?E;South Africa;57
367;      ZAD001;Cabo occidental;33°41?54?S;19°29?26?E;South Africa;ZA1;Ga-Dikgale;23°23?55?S;29°00?59?E;South Africa;573
373;      ZAD002;Cabo oriental;31°42?44?S;25°37?52?E;South Africa;ZA1;Ga-Dikgale;23°23?55?S;29°00?59?E;South Africa;38
379;      ZAD005;Mpumalanga;26°17?27?S;29°16?32?E;South Africa;ZA1;Ga-Dikgale;23°23?55?S;29°00?59?E;South Africa;3945
384;      ZAD006;Noroeste;25°29?00?S;26°10?00?E;South Africa;ZA1;Ga-Dikgale;23°23?55?S;29°00?59?E;South Africa;267
389;      ZAD007;Limpopo;23°27?05?S;28°05?28?E;South Africa;ZA1;Ga-Dikgale;23°23?55?S;29°00?59?E;South Africa;53
393;      ZAD008;KwaZulu-Natal;28°40?00?S;32°02?00?E;South Africa;ZA1;Ga-Dikgale;23°23?55?S;29°00?59?E;South Africa;217
397;      ZAD009;Gauten;25°39?22?S;28°05?34?E;South Africa;ZA1;Ga-Dikgale;23°23?55?S;29°00?59?E;South Africa;18
368;      ZAD001;Cabo occidental;33°41?54?S;19°29?26?E;South Africa;ZA2;Deal Party;33°53?43?S;25°36?57?E;South Africa;5
374;      ZAD002;Cabo oriental;31°42?44?S;25°37?52?E;South Africa;ZA2;Deal Party;33°53?43?S;25°36?57?E;South Africa;54
380;      ZAD005;Mpumalanga;26°17?27?S;29°16?32?E;South Africa;ZA2;Deal Party;33°53?43?S;25°36?57?E;South Africa;1135
385;      ZAD006;Noroeste;25°29?00?S;26°10?00?E;South Africa;ZA2;Deal Party;33°53?43?S;25°36?57?E;South Africa;45
390;      ZAD007;Limpopo;23°27?05?S;28°05?28?E;South Africa;ZA2;Deal Party;33°53?43?S;25°36?57?E;South Africa;9
394;      ZAD008;KwaZulu-Natal;28°40?00?S;32°02?00?E;South Africa;ZA2;Deal Party;33°53?43?S;25°36?57?E;South Africa;1
398;      ZAD009;Gauten;25°39?22?S;28°05?34?E;South Africa;ZA2;Deal Party;33°53?43?S;25°36?57?E;South Africa;44
369;      ZAD001;Cabo occidental;33°41?54?S;19°29?26?E;South Africa;ZA3;Bethanie;25°33?17?S;27°36?33?E;South Africa;4
375;      ZAD002;Cabo oriental;31°42?44?S;25°37?52?E;South Africa;ZA3;Bethanie;25°33?17?S;27°36?33?E;South Africa;15
381;      ZAD005;Mpumalanga;26°17?27?S;29°16?32?E;South Africa;ZA3;Bethanie;25°33?17?S;27°36?33?E;South Africa;232
386;      ZAD006;Noroeste;25°29?00?S;26°10?00?E;South Africa;ZA3;Bethanie;25°33?17?S;27°36?33?E;South Africa;30
370;      ZAD001;Cabo occidental;33°41?54?S;19°29?26?E;South Africa;ZA4;Buffalo Thorns;31°36?47?S;26°54?21?E;South Africa;1507
376;      ZAD002;Cabo oriental;31°42?44?S;25°37?52?E;South Africa;ZA4;Buffalo Thorns;31°36?47?S;26°54?21?E;South Africa;239
382;      ZAD005;Mpumalanga;26°17?27?S;29°16?32?E;South Africa;ZA4;Buffalo Thorns;31°36?47?S;26°54?21?E;South Africa;5496
387;      ZAD006;Noroeste;25°29?00?S;26°10?00?E;South Africa;ZA4;Buffalo Thorns;31°36?47?S;26°54?21?E;South Africa;350
391;      ZAD007;Limpopo;23°27?05?S;28°05?28?E;South Africa;ZA4;Buffalo Thorns;31°36?47?S;26°54?21?E;South Africa;6
395;      ZAD008;KwaZulu-Natal;28°40?00?S;32°02?00?E;South Africa;ZA4;Buffalo Thorns;31°36?47?S;26°54?21?E;South Africa;17
399;      ZAD009;Gauten;25°39?22?S;28°05?34?E;South Africa;ZA4;Buffalo Thorns;31°36?47?S;26°54?21?E;South Africa;9
371;      ZAD001;Cabo occidental;33°41?54?S;19°29?26?E;South Africa;ZA6;Hoedspruit;24°21?04?S;30°57?12?E;South Africa;16
377;      ZAD002;Cabo oriental;31°42?44?S;25°37?52?E;South Africa;ZA6;Hoedspruit;24°21?04?S;30°57?12?E;South Africa;17
383;      ZAD005;Mpumalanga;26°17?27?S;29°16?32?E;South Africa;ZA6;Hoedspruit;24°21?04?S;30°57?12?E;South Africa;233
388;      ZAD006;Noroeste;25°29?00?S;26°10?00?E;South Africa;ZA6;Hoedspruit;24°21?04?S;30°57?12?E;South Africa;3
392;      ZAD007;Limpopo;23°27?05?S;28°05?28?E;South Africa;ZA6;Hoedspruit;24°21?04?S;30°57?12?E;South Africa;4
396;      ZAD008;KwaZulu-Natal;28°40?00?S;32°02?00?E;South Africa;ZA6;Hoedspruit;24°21?04?S;30°57?12?E;South Africa;4
400;      ZAD009;Gauten;25°39?22?S;28°05?34?E;South Africa;ZA6;Hoedspruit;24°21?04?S;30°57?12?E;South Africa;60
